id_ucznia	imie	nazwisko	klasa	rok_nauki
2369	Janina	Kretowska	B	2
2370	Julia	Machol	B	2
2371	Danuta	Majka	B	2
2372	Daniel	Malanowski	B	2
2373	Marta	Morawska	B	2
2374	Dawid	Podlasek	B	2
2375	Lena	Radziszewska	B	2
2376	Julia	Ramlo	B	2
2377	Katarzyna	Ryffa	B	2
2378	Maria	Stanulewicz	B	2
2379	Anna	Szklarska	B	2
2380	Remigiusz	Szostak	B	2
2381	Mariola	Tucholska	B	2
2382	Anna	Tylko	B	2
2383	Katarzyna	Wolak	B	2
2384	Piotr	Zebik	B	2
2385	Roman	Jedlikowski	B	2
2386	Nina	Jenda	B	2
2387	Piotr	Barszcz	B	2
2388	Michalina	Chojnacka	B	2
2389	Piotr	Czekaj	B	2
2390	Agnieszka	Gajak	B	2
2391	Ilona	Greszczuk	B	2
2392	Mateusz	Janczak	B	2
2393	Natalia	Jank	B	2
2394	Teresa	Kawa	B	2
2395	Dionizy	Kiel	B	2
2396	Adam	Kielecki	B	2
2397	Kamil	Kieloch	B	2
2398	Zofia	Kogut	B	2
2399	Jolanta	Kot	B	2
2400	Agata	Kowalik	B	2
2401	Adam	Kowalski	B	2
2402	Dominik	Kozar	B	2
2403	Mariusz	Lach	B	2
2404	Henryk	Lapa	B	2
2405	Julia	Machnik	B	2
2406	Katarzyna	Maluszkiewicz	B	2
2407	Jakub	Marciniak	B	2
2408	Magdalena	Pawlik	B	2
2409	Adam	Pettka	B	2
2410	Konrad	Pietczak	B	2
2411	Joanna	Pietrzykowska	B	2
2412	Agnieszka	Reterska	B	2
2413	Leszek	Rychta	B	2
2414	Magdalena	Salwik	B	2
2415	Kamila	Straciuk	B	2
2416	Kazimierz	Truszkowski	B	2
2417	Alicja	Wojda	B	2
2418	Natalia	Stranc	B	2
2419	Zbigniew	Baran	B	2
2420	Ewa	Bartel	B	2
2421	Kinga	Chorzowska	B	2
2422	Weronika	Domaradzka	B	2
2423	Zenon	Biernacki	B	2
2424	Maciej	Nagaj	B	2
2425	Piotr	Fiebig	B	2
2426	Alicja	Ciura	B	2
2427	Jolanta	Lubieniecka	B	2
2428	Tomasz	Brzoskowski	B	2
2429	Regina	Kuberacka	B	2
2430	Karolina	Bednarska	B	2
2431	Alicja	Chorzowska	B	2
2432	Szymon	Banasik	B	2
2433	Bartosz	Bigos	B	2
2434	Barbara	Michalska	B	2
2435	Fabian	Sykus	B	2
2436	Anna	Cichocka	B	2
2437	Zofia	Korkosz	B	2
2438	Jakub	Gigant	B	2
2439	Kacper	Klein	B	2
2440	Piotr	Adamski	B	2
2441	Alicja	Pasek	B	2
2442	Maciej	Michalik	B	2
2443	Borys	Trafalski	B	2
2444	Natan	Gliwa	B	2
2445	Marcel	Markiewicz	B	2
2446	Mateusz	Chebda	B	2
2447	Justyna	Dziasek	B	2
2448	Roman	Bogaczewicz	B	2
2449	Dorota	Majewska	B	2
2450	Kazimierz	Burda	B	2
2451	Damian	Kowalski	B	2
2452	Joanna	Malinowska	B	2
2453	Borys	Szyc	B	2
2454	Paulina	Szymanowska	B	2
2455	Marek	Chinski	B	2
2456	Jakub	Spanowski	B	2
2457	Filip	Strehlke	B	2
2458	Marcjusz	Leoniuk	B	2
2459	Kornelia	Romanowicz	B	2
2460	Daniel	Dawidowicz	B	2
2461	Beata	Zaradna	B	2
2462	Piotr	Senger	B	2
2463	Emilia	Katowicka	B	2
2464	Dominika	Szpiegowska	B	2
2465	Jan	Szumilas	B	2
2466	Agnieszka	Jakubczyk	B	2
2467	Laura	Baranek	B	2
2468	Gabriela	Stiburska	B	2
2469	Maciej	Pietraszczyk	B	2
2470	Olaf	Hinca	B	2
2471	Katarzyna	Hertman	B	2
2472	Marek	Augustowski	B	2
2473	Danuta	Szargawinska	B	2
2474	Agata	Brychcy	B	2
2475	Piotr	Jakus	B	2
2476	Jan	Paszkowski	B	2
2477	Milena	Kotek	B	2
2478	Stefan	Chodyra	B	2
2479	Julia	Kowalczyk	B	2
2480	Emil	Sienkiewicz	B	2
2481	Tomasz	Borkowski	B	2
2482	Jan	Kanty	B	2
2483	Ignacy	Sawicki	B	2
2484	Marek	Lach	B	2
2485	Jan	Kulak	B	2
2486	Tadeusz	Helski	B	2
2487	Edward	Janas	B	2
2488	Magdalena	Gnat	B	2
2489	Kajetan	Zym	B	2
2490	Piotr	Antos	B	2
2491	Roman	Samborski	B	2
2492	Marta	Koczakowska	B	2
2493	Michal	Skrzyniarz	B	2
2494	Barbara	Skowyrska	B	2
2495	Karolina	Zakowicz	B	2
2496	Angelika	Stech	B	2
2497	Weronika	Sapek	B	2
2498	Natalia	Janiszewska	B	2
2499	Jacek	Jeschke	B	2
2500	Filip	Skrzydlak	B	2
2501	Oliwia	Katowicka	B	2
2502	Mariusz	Majchrzak	B	2
2503	Ewelina	Luzina	B	2
2504	Alina	Palczak	B	2
2505	Natalia	Janczak	B	2
2506	Beata	Romanowska	B	2
2507	Roman	Kos	B	2
2508	Marcin	Majewski	B	2
2509	Agata	Okulska	B	2
2510	Monika	Jasiak	B	2
2511	Anna	Pytka	B	2
2512	Bruno	Lange	B	2
2513	Karol	Budzisz	C	2
2514	Aneta	Lubaszewska	C	2
2515	Marta	Czarna	C	2
2516	Mateusz	Kosz	C	2
2517	Marcel	Lademann	C	2
2518	Karol	Muzyka	C	2
2519	Alicja	Rokita	C	2
2520	Piotr	Liszewski	C	2
2521	Bernard	Truchan	C	2
2522	Mateusz	Karpacki	C	2
2523	Ewa	Jaros	C	2
2524	Andrzej	Babiarz	C	2
2525	Maria	Golub	C	2
2526	Tomasz	Tutaj	C	2
2527	Maksymilian	Luksenburg	C	2
2528	Agnieszka	Kaliska	C	2
2529	Julian	Lisowski	C	2
2530	Amelia	Hanke	C	2
2531	Tomasz	Grzmil	C	2
2532	Anna	Skiba	C	2
2533	Kacper	Lach	C	2
2534	Jan	Kulak	C	2
2535	Morus	Jasiak	C	2
2536	Agata	Wolska	C	2
2537	Monika	Klucznik	C	2
2538	Piotr	Skrzypek	C	2
2539	Damian	Jakubowski	C	2
2540	Dariusz	Jasiczek	C	2
2541	Wiktor	Krakowski	C	2
2542	Wiktoria	Czajkowska	C	2
2543	Marek	Kaczmarek	C	2
2544	Agnieszka	Kaczmarek	C	2
2545	Marta	Kornacka	C	2
2546	Luiza	Rakowska	C	2
2547	Klaudia	Jarosz	C	2
2548	Bartosz	Szmyd	C	2
2549	Jerzy	Czajkowski	C	2
2550	Julian	Panow	C	2
2551	Sylwia	Kurek	C	2
2552	Piotr	Krok	C	2
2553	Weronika	Kowalska	C	2
2554	Antoni	Wieruszewski	C	2
2555	Maciej	Kwiatkowski	C	2
2556	Maciej	Piekarski	C	2
2557	Filip	Strojek	C	2
2558	Agata	Kowal	C	2
2559	Arkadiusz	Socha	C	2
2560	Eulalia	Katowicka	C	2
2561	Helena	Stachurska	C	2
2562	Dominik	Strack	C	2
2563	Beniamin	Wentland	C	2
2564	Jacek	Kalisz	C	2
2565	Nikola	Hinz	C	2
2566	Grzegorz	Kaminski	C	2
2567	Monika	Treszczotka	C	2
2568	Marcin	Kowal	C	2
2569	Karol	Janda	C	2
2570	Wioletta	Hajkiewicz	C	2
2571	Karol	Lebiodzik	C	2
2572	Eustachy	Bydgoski	C	2
2573	Maria	Jasiak	C	2
2574	Zofia	Pisarek	C	2
2575	Jan	Pawlak	C	2
2576	Patryk	Budakiewicz	C	2
2577	Jerzy	Szczygielski	C	2
2578	Dobromir	Szmagawicz	C	2
2579	Barbara	Karcz	C	2
2580	Karolina	Gajewska	C	2
2581	Karolina	Pawlun	C	2
2582	Maja	Felisiak	C	2
2583	Filip	Stencel	C	2
2584	Eryk	Makiela	C	2
2585	Natalia	Januszewska	C	2
2586	Witold	Barabasz	C	2
2587	Daria	Fryziel	C	2
2588	Remigiusz	Bielaszewski	C	2
2589	Cyprian	Norwid	C	2
2590	Damian	Kaliski	C	2
2591	Jerzy	Kielecki	C	2
2592	Henryk	Ogonowski	C	2
2593	Genowefa	Ziaja	C	2
2594	Grzegorz	Holmes	C	2
2595	Eugeniusz	Jaworski	C	2
2596	Zenon	Jedlikowski	C	2
2597	Amelia	Pawlikowska	C	2
2598	Adam	Zugaj	C	2
2599	Nikola	Nowakowska	C	2
2600	Patrycja	Makowska	C	2
2601	Daniel	Szwast	C	2
2602	Aleks	Przestrzelski	C	2
2603	Monika	Karczewska	C	2
2604	Aleksander	Wojtaszewski	C	2
2605	Krzysztof	Czekaj	C	2
2606	Tymoteusz	Bielawski	C	2
2607	Kinga	Ordecka	C	2
2608	Dominika	Lizak	C	2
2609	Anita	Pietrzyk	C	2
2610	Adam	Szlachta	C	2
2611	Katarzyna	Iwaszko	C	2
2612	Karolina	Legnicka	C	2
2613	Hanna	Karpik	C	2
2614	Paulina	Lwowska	C	2
2615	Wiktoria	Setniewska	C	2
2616	Urszula	Cender	C	2
2617	Dominik	Rautenberg	D	2
2618	Cezary	Kijowski	D	2
2619	Paulina	Suwalska	D	2
2620	Helena	Lysiak	D	2
2621	Jan	Kretowski	D	2
2622	Jeremiasz	Zawidowski	D	2
2623	Jan	Chamerski	D	2
2624	Maciej	Kozar	D	2
2625	Justyna	Wenecka	D	2
2626	Monika	Lech	D	2
2627	Ryszard	Baranowski	D	2
2628	Katarzyna	Lopata	D	2
2629	Ewelia	Lubelska	D	2
2630	Jolanta	Jaros	D	2
2631	Krzysztof	Katana	D	2
2632	Maciej	Magulski	E	2
2633	Patrycja	Kwiatkowska	E	2
2634	Ryszard	Kalisz	E	2
2635	Aleksandra	Zaremba	E	2
2636	Marek	Krakowiak	E	2
2637	Dawid	Stasiak	E	2
2638	Jerzy	Majcher	E	2
2639	Joanna	Zasada	E	2
2640	Ireneusz	Ogonowski	E	2
2641	Lena	Zasowska	E	2
2642	Marceli	Nowotko	E	2
2643	Elzbieta	Kozielczyk	E	2
2644	Kamil	Iliew	E	2
2645	Jacek	Maczka	E	2
2646	Ewa	Klimaszewska	E	2
2647	Magdalena	Machaj	E	2
2648	Stefan	Papier	E	2
2649	Maksymilian	Lesiak	E	2
2650	Beniamin	Laskowski	F	2
2651	Jan	Pilewski	F	2
2652	Karol	Kielecki	F	2
2653	Weronika	Derosas	F	2
2654	Konrad	Mizerek	F	2
2655	Teresa	Krakowska	F	2
2656	Adam	Ziarko	F	2
2657	Adelajda	Derek	F	2
2658	Jan	Anusz	F	2
2659	Juliusz	Przytkiewicz	F	2
2660	Magdalena	Markiewicz	F	2
2661	Grzegorz	Ziarkowski	F	2
2662	Honorata	Siwek	F	2
2663	Julian	Paciorek	F	2
2664	Robert	Klimintowicz	F	2
2665	Bianka	Szymaniak	F	2
2666	Magdalena	Paczka	F	2
2667	Bartosz	Magiera	F	2
2668	Marcelina	Mroczek	F	2
2669	Tymon	Lendzion	F	2
2670	Maryla	Legnicka	F	2
2671	Leon	Marcinowski	F	2
2672	Szymon	Chabowski	F	2
2673	Arleta	Szyma	F	2
2674	Kinga	Osiecka	F	2
2675	Ignacy	Sarnowski	F	2
2676	Marzena	Stopyra	F	2
2677	Paulina	Krakowska	F	2
2678	Grzegorz	Specjalny	F	2
2679	Magdalena	Korcela	F	2
2680	Simon	Deszcz	F	2
2681	Beata	Banasiewicz	F	2
2682	Janusz	Ksel	F	2
2683	Sebastian	Chojnawiak	F	2
2684	Natalia	Kiszka	F	2
2685	Kajetan	Wasik	F	2
2686	Eleonora	Marzec	F	2
2687	Maurycy	Myslicki	F	2
2688	Piotr	Markowski	F	2
2689	Katarzyna	Minkiewicz	F	2
2690	Anastazja	Kucharz	F	2
2691	Szymon	Drzewiecki	F	2
2692	Maja	Mazurkiewicz	F	2
2693	Monika	Mierzwa	F	2
2694	Ewa	Polanicka	F	2
2695	Grzegorz	Wiatroszek	F	2
2696	Adam	Wycisk	F	2
2697	Weronika	Piecewicz	F	2
2698	Martyna	Tokarska	F	2
2699	Anna	Grzywacz	F	2
2700	Adam	Milcarz	F	2
2701	Dioniza	Michalska	F	2
2702	Zofia	Mazur	F	2
2703	Aleksandra	Kubiak	F	2
2704	Maria	Krupa	F	2
2705	Katarzyna	Rusiniak	F	2
2706	Roman	Wronka	F	2
2707	Marcin	Duralski	F	2
2708	Angelika	Walaszek	F	2
2709	Agnieszka	Piaseczna	F	2
2710	Jan	Gawora	F	2
2711	Edrwin	Grzegorzewicz	F	2
2712	Jakub	Matecki	F	2
2713	Amelia	Windorpska	F	2
2714	Marcin	Walkowiak	F	2
2715	Zofia	Antonkiewicz	F	2
2716	Anna	Kopec	F	2
2717	Edyta	Antczak	F	2
2718	Krzysztof	Bukowiec	F	2
2719	Remigiusz	Filipiak	F	2
2720	Tymon	Bobel	F	2
2721	Krzysztof	Aleksander	F	2
2722	Maja	Kuszner	F	2
2723	Pelagia	Kurska	F	2
2724	Laura	Chmielewska	F	2
2725	Krzysztof	Koza	F	2
2726	Mateusz	Gerono	F	2
2727	Krzysztof	Bartnicki	F	2
2728	Adam	Berezowski	F	2
2729	Krzysztof	Barski	F	2
2730	Zenobia	Bednarek	F	2
2731	Arkadiusz	Dzwoniarek	F	2
2732	Maciej	Kulkowska	F	2
2733	Pawel	Gabowski	F	2
2734	Andrzej	Kizielewicz	F	2
2735	Paulina	Glazik	F	2
2736	Erwin	Dab	F	2
2737	Wiktoria	Basek	F	2
2738	Magdalena	Chemielowska	F	2
2739	Barbara	Adaszek	F	2
2740	Julia	Rogowska	F	2
2741	Grzegorz	Domaradzki	F	2
2742	Halina	Bitner	F	2
2743	Kamil	Napora	F	2
2744	Klaudia	Rek	F	2
2745	Sara	Figurska	F	2
2746	Leslaw	Kupis	F	2
2747	Dorota	Bilska	F	2
2748	Adam	Bartoszek	F	2
2749	Daniel	Chmiel	F	2
2750	Roxana	Janicka	F	2
2751	Zofia	Berak	F	2
2752	Franciszek	Smoliniec	F	2
2753	Justyna	Bedka	F	2
2754	Tomasz	Borotko	F	2
2755	Judyta	Kruk	F	2
2756	Marek	Kowalczyk	F	2
2757	Oliwier	Grzelecki	F	2
2758	Agnieszka	Chrzanowska	F	2
2759	Hanna	Staniszewska	F	2
2760	Patryk	Jaskulski	F	2
2761	Kamil	Katowicki	F	2
2762	Krzysztof	Andrut	F	2
2763	Gabriela	Klama	F	2
2764	Edyta	Szewczyk	F	2
2765	Adam	Biernacki	F	2
2766	Alicja	Kurasik	F	2
2767	Eliza	Bilska	F	2
2768	Adrianna	Augystynowska	F	2
2769	Celina	Banaszek	F	2
2770	Piotr	Adamczyk	F	2
2771	Paulina	Chmiel	F	2
2772	Krystian	Kordaszewski	F	2
2773	Filip	Stefanowski	F	2
2774	Piotr	Olejnik	F	2
2775	Marta	Smoliniec	F	2
2776	Danuta	Kuc	F	2
2777	Andrzej	Bednarczyk	F	2
2778	Mateusz	Kowalczyk	F	2
2779	Urszula	Bielun	F	2
2780	Justyna	Augustowska	F	2
2781	Dawid	Komarnicki	F	2
2782	Grzegorz	Banel	F	2
2783	Karol	Mieta	F	2
2784	Leszek	Gwara	G	2
2785	Ewa	Bulej	G	2
2786	Kamil	Bobiak	G	2
2787	Maciej	Cynkar	G	2
2788	Karolina	Belgracka	G	2
2789	Renata	Ciunajcis	G	2
2790	Maria	Koza	G	2
2791	Klaudia	Olewnik	G	2
2792	Agnieszka	Konieczna	G	2
2793	Kacper	Kulszewski	G	2
2794	Karolina	Paszek	G	2
2795	Henryk	Lapa	G	2
2796	Pola	Gabrahn	G	2
2797	Milena	Treder	G	2
2798	Wojciech	Bilski	G	2
2799	Magdalena	Adamczyk	G	2
2800	Karol	Kaczmarczyk	G	2
2801	Eulalia	Modrzejewska	G	2
2802	Zenon	Jakubczyk	H	2
2803	Piotr	Markowski	H	2
2804	Inga	Bydgoska	H	2
2805	Danuta	Stachura	H	2
2806	Daniel	Bogacki	H	2
2807	Zbigniew	Albert	H	2
2808	Konrad	Drozd	H	2
2809	Patryk	Barszcz	H	2
2810	Michal	Kosz	H	2
2811	Jakub	Burski	H	2
2812	Jan	Pieczykolan	H	2
2813	Beata	Kiedik	H	2
2814	Monika	Antczak	H	2
2815	Marek	Blizniak	H	2
2816	Ernest	Gates	H	2
2817	Adam	Berus	H	2
2818	Jadwiga	Andrzejewicz	H	2
2819	Wiktoria	Ciupa	H	2
2820	Wojciech	Bartkowiak	H	2
2821	Anna	Jaworska	H	2
2822	Kamil	Borsuk	H	2
2823	Ewa	Michalak	H	2
2824	Szczepan	Majchrowicz	H	2
2825	Karolina	Marzec	H	2
2826	Alina	Jagodowa	H	2
2827	Jan	Wochniak	H	2
2828	Anna	Praska	H	2
2829	Halina	Barszczewska	H	2
2830	Olga	Cuper	H	2
2831	Dorota	Wasilewska	H	2
2832	Kazimiera	Bartosiak	I	2
2833	Patryk	Gorazdowski	I	2
2834	Andrzej	Kolek	I	2
2835	Stefan	Bosman	I	2
2836	Emilia	Szarmach	I	2
2837	Piotr	Bydgoski	I	2
2838	Magdalena	Osika	I	2
2839	Michal	Biegus	I	2
2840	Agata	Skoniecka	I	2
2841	Sabina	Fodorowska	I	2
2842	Luiza	Duszota	I	2
2843	Ewa	Kaczan	I	2
2844	Ireneusz	Augustyniak	I	2
2845	Marcin	Wiatrowski	I	2
2846	Antoni	Dziasek	I	2
2847	Julia	Rewekant	I	2
2848	Hanna	Furmaniak	I	2
2849	Izabella	Dunaj	I	2
2850	Krzysztof	Ksel	I	2
2851	Jacek	Soplica	I	2
2852	Maja	Burdalska	I	2
2853	Janusz	Czernicki	I	2
2854	Antonina	Koszucka	I	2
2855	Michal	Kowal	I	2
2856	Adam	Abramczyk	I	2
2857	Karol	Boran	I	2
2858	Krzysztof	Uniejewski	I	2
2859	Mateusz	Koszlaga	I	2
2860	Radoslaw	Gala	I	2
2861	Piotr	Duraj	I	2
2862	Krystian	Antos	I	2
2863	Szymon	Dabrowski	I	2
2864	Zofia	Krol	I	2
2865	Michalina	Kik	I	2
2866	Bohdan	Rozny	I	2
2867	Sylwia	Malisz	I	2
2868	Zuzanna	Katowicka	I	2
2869	Zofia	Borkowska	I	2
2870	Weronika	Dawidowska	I	2
2871	Anna	Tokarz	I	2
2872	Emilia	Symoszyn	I	2
2873	Anita	Wota	I	2
2874	Michal	Kulig	I	2
2875	Kamil	Doroba	I	2
2876	Michalina	Kilanowska	I	2
2877	Maciej	Matczak	I	2
2878	Karol	Walas	I	2
2879	Victoria	Soja	I	2
2880	Elwira	Bartkiewicz	I	2
2881	Anna	Brankiewicz	I	2
2882	Krzysztof	Bokiej	I	2
2883	Arkadiusz	Mielczarek	I	2
2884	Jerzy	Andrzejewicz	I	2
2885	Jan	Adamowicz	I	2
2886	Beata	Prosta	I	2
2887	Zofia	Treder	I	2
2888	Daria	Krakowska	I	2
2889	Olgierd	Baranek	I	2
2890	Szczepan	Bosman	I	2
2891	Ryszard	Adamski	I	2
2892	Anna	Barszczewska	I	2
2893	Piotr	Kaleta	I	2
2894	Adrian	Wojtkowiak	I	2
2895	Norbert	Kogut	I	2
2896	Jaromir	Boss	I	2
2897	Agata	Laszkiewicz	I	2
2898	Karol	Krencik	I	2
2899	Jan	Boss	I	2
2900	Irena	Banasiewicz	I	2
2901	Jacek	Musial	I	2
2902	Tomasz	Dziekan	I	2
2903	Zenon	Kowal	I	2
2904	Bohdan	Boss	I	2
2905	Jakub	Engel	I	2
2906	Robert	Miller	I	2
2907	Patryk	Magierowicz	I	2
2908	Ewa	Kaczan	I	2
2909	Krystyna	Barabasz	I	2
2910	Jan	Mirecki	I	2
2911	Krystyna	Arak	I	2
2912	Jan	Krupa	I	2
2913	Wanda	Chmielewska	I	2
2914	Wojciech	Auda	I	2
2915	Emilia	Szajrych	I	2
2916	Marcelina	Galas	I	2
2917	Karol	Aderek	I	2
2918	Sebastian	Augustowski	I	2
2919	Aleksandra	Michalec	I	2
2920	Agnieszka	Buk	I	2
2921	Marzena	Koksanowicz	I	2
2922	Artur	Lasota	I	2
2923	Szymon	Nykiel	I	2
2924	Bartosz	Kulka	I	2
2925	Maurycy	Kocicki	I	2
2926	Grzegorz	Kogut	I	2
2927	Tymoteusz	Kret	I	2
2928	Wiktor	Kutnowski	I	2
2929	Karolina	Biegaj	I	2
2930	Adam	Barczewski	I	2
2931	Kazimierz	Przemyski	I	2
2932	Janusz	Krakowski	I	2
2933	Piotr	Burba	I	2
2934	Zofia	Balcerek	I	2
2935	Dariusz	Szumilewicz	I	2
2936	Piotr	Krakowiak	I	2
2937	Marcin	Kolarz	I	2
2938	Piotr	Kowalczyk	I	2
2939	Witold	Baranowski	I	2
2940	Mariusz	Broszkow	I	2
2941	Bohdan	Gigant	I	2
2942	Wiktoria	Ciarkowska	I	2
2943	Martyna	Rybicka	I	2
2944	Edward	Banderas	I	2
2945	Urszula	Frost	I	2
2946	Krystyna	Walczakowska	I	2
2947	Ernestyna	Katowicka	I	2
2948	Zygmunt	Banasiewicz	I	2
2949	Kamila	Ksiazek	I	2
2950	Leon	Banach	I	2
2951	Adrian	Banaszczyk	I	2
2952	Iwona	Balcer	I	2
2953	Monika	Szymoniak	I	2
2954	Anna	Balicka	I	2
2955	Grzegorz	Gates	I	2
2956	Dorota	Mazur	I	2
2957	Natalia	Kucharz	I	2
2958	Kamila	Murarz	I	2
2959	Maria	Matusz	I	2
2960	Roman	Mieta	I	2
2961	Katarzyna	Doszko	I	2
2962	Jan	Gatek	I	2
2963	Kacper	Praska	I	2
2964	Justyna	Krynicka	I	2
2965	Jakub	Potrawka	I	2
2966	Jerzy	Dziasek	I	2
2967	Victoria	Duralak	I	2
2968	Wojciech	Drozd	I	2
2969	Grzegorz	Gigant	I	2
2970	Edward	Tatarynowicz	I	2
2971	Kornel	Grzegorczyk	I	2
2972	Anzelm	Bystrzycki	I	2
2973	Marzena	Dudek	I	2
2974	Patryk	Drozd	I	2
2975	Tomasz	Michalecki	I	2
2976	Lena	Musialska	I	2
2977	Bogdan	Wnuk	I	2
2978	Barbara	Kilarska	I	2
2979	Piotr	Smutnicki	I	2
2980	Dariusz	Mazurek	I	2
2981	Wiktoria	Czartoryjska	I	2
2982	Mariola	Walczakowska	I	2
2983	Irena	Banasik	I	2
2984	Anita	Bak	I	2
2985	Olivier	Rutkiewicz	I	2
2986	Ewelina	Matczuk	I	2
2987	Krystian	Durczok	I	2
2988	Bartlomiej	Wisnia	I	2
2989	Katarzyna	Piekarska	I	2
2990	Bogdan	Chmielewski	I	2
2991	Maria	Opolska	I	2
2992	Katarzyna	Paliniewicz	I	2
2993	Weronika	Zawodna	I	2
2994	Katarzyna	Galazka	I	2
2995	Andrzej	Magiera	I	2
2996	Arleta	Tomaszewska	I	2
2997	Jarek	Chmura	I	2
2998	Dorian	Labuda	I	2
2999	Kazimierz	Chodyra	I	2
3000	Marta	Chybowska	I	2
3001	Michal	Kozica	I	2
3002	Natalia	Jakubowska	A	1
3003	Oliwia	Grabowska	A	1
3004	Krzysztof	Krok	A	1
3005	Anna	Trzebnicka	A	1
3006	Dominik	Kaczmarek	A	1
3007	Michal	Wisniak	A	1
3008	Barbara	Kulczewski	A	1
3009	Bonifacy	Pieskowski	A	1
3010	Leokadia	Bednarska	A	1
3011	Katarzyna	Burkiewicz	A	1
3012	Anna	Roczniak	A	1
3013	Aleksandra	Wilk	A	1
3014	Barbara	Banaszczyk	A	1
3015	Maciej	Wroniszewski	A	1
3016	Aleksandra	Kruczek	A	1
3017	Roman	Bochnik	B	1
3018	Justyna	Piechota	B	1
3019	Oskar	Kenig	B	1
3020	Grzegorz	Mazur	B	1
3021	Piotr	Koniec	B	1
3022	Katarzyna	Piasecka	B	1
3023	Zygmunt	Balcerek	B	1
3024	Lidia	Chmielarz	B	1
3025	Ryszard	Kowalski	B	1
3026	Marcel	Langiewicz	B	1
3027	Karol	Gates	B	1
3028	Kinga	Madej	B	1
3029	Cecylia	Barszczewska	B	1
3030	Ewa	Wichrowa	B	1
3031	Stefan	Bajer	B	1
3032	Barbara	Bronikowska	B	1
3033	Karol	Bosman	B	1
3034	Tomasz	Bielecki	B	1
3035	Stefan	Bartoszewicz	B	1
3036	Rafal	Piatkowiak	B	1
3037	Wanessa	Dreger	B	1
3038	Halina	Barszcz	B	1
3039	Adrian	Borek	B	1
3040	Katarzyna	Gajdanowicz	B	1
3041	Oskar	Grabek	B	1
3042	Igor	Grzegorczyk	B	1
3043	Jan	Janowski	B	1
3044	Jowita	Jasczyk	B	1
3045	Agnieszka	Karpowicz	B	1
3046	Klaudia	Katowicka	B	1
3047	Julia	Kielecka	B	1
3048	Jerzy	Kilianowski	B	1
3049	Piotr	Kotala	B	1
3050	Paula	Kozica	B	1
3051	Beata	Kurkowska	B	1
3052	Marcin	Kwiatkowski	B	1
3053	Maja	Lejman	B	1
3054	Marta	Lewita	B	1
3055	Wioletta	Liszowska	B	1
3056	Katarzyna	Miszkiewicz	B	1
3057	Jan	Peszek	B	1
3058	Jan	Rasiewicz	B	1
3059	Piotr	Rokosz	B	1
3060	Magdalena	Skrzypczyk	B	1
3061	Ewa	Sofijska	B	1
3062	Maria	Surowska	B	1
3063	Eliza	Szczypior	B	1
3064	Dominika	Szubarczyk	B	1
3065	Kamila	Wolski	B	1
3066	Anna	Zborowska	B	1
3067	Romuald	Jedlikowski	B	1
3068	Bartosz	Bentkowski	B	1
3069	Agata	Bogatycka	B	1
3070	Hanna	Cejrowska	B	1
3071	Witold	Chodzicki	B	1
3072	Mariusz	Czerkawski	B	1
3073	Maciej	Dawidowicz	B	1
3074	Piotr	Formela	B	1
3075	Patrycja	Glogier	B	1
3076	Jakub	Graczyk	B	1
3077	Krzysztof	Hofman	B	1
3078	Wojciech	Kalinowski	B	1
3079	Hubert	Labryga	B	1
3080	Piotr	Litewka	B	1
3081	Maksymilian	Luchowski	B	1
3082	Maciej	Macholla	B	1
3083	Jacek	Majewski	B	1
3084	Jolanta	Marcinkowska	B	1
3085	Konrad	Misztal	B	1
3086	Damian	Pakulski	B	1
3087	Krystyna	Pleszewska	B	1
3088	Maria	Rejkowicz	B	1
3089	Bohdan	Sawyer	B	1
3090	Katarzyna	Schodnik	B	1
3091	Andrzej	Sieradzki	B	1
3092	Gabriel	Skrodzki	B	1
3093	Dorota	Sosnowiecka	B	1
3094	Dawid	Szubiga	B	1
3095	Filip	Wojtowicz	B	1
3096	Barbara	Wpawska	B	1
3097	Anatol	Zysk	B	1
3098	Ewa	Rawska	B	1
3099	Stefania	Kurdzielewicz	B	1
3100	Kaja	Piskorska	B	1
3101	Filip	Stangel	B	1
3102	Zofia	Rembisz	B	1
3103	Natalia	Jasiel	B	1
3104	Kornelia	Katowicka	B	1
3105	Kazimierz	Biedka	B	1
3106	Wiktor	Szczyrkowski	B	1
3107	Janusz	Aderek	B	1
3108	Marcin	Baran	B	1
3109	Beata	Katowicka	B	1
3110	Piotr	Aleksandrowicz	B	1
3111	Zuzanna	Bianga	B	1
3112	Natalia	Zwolak	B	1
3113	January	Adamczyk	B	1
3114	Kryspin	Mielewczyk	B	1
3115	Dominik	Koniec	B	1
3116	Stefano	Chrust	B	1
3117	Tobiasz	Bujalski	B	1
3118	Blanka	Jakuszewska	B	1
3119	Jan	Gumowski	B	1
3120	Tomasz	Fiszer	B	1
3121	Renata	Cybulska	B	1
3122	Sebastian	Cebula	B	1
3123	Waldemar	Barczyk	B	1
3124	Roch	Bdzikot	B	1
3125	Pola	Gadomska	B	1
3126	Dorota	Banaszkiewicz	B	1
3127	Olga	Jurczuk	B	1
3128	Renata	Modrzewska	B	1
3129	Natalia	Jakubiak	B	1
3130	Anna	Bydgoska	B	1
3131	Helena	Srokowska	B	1
3132	Dawid	Jurkowski	B	1
3133	Anna	Marciniak	B	1
3134	Patryk	Szreder	B	1
3135	Patrycja	Katowicka	B	1
3136	Paulina	Kapanowska	B	1
